step_idx,layer_idx,operator_mode,major_step,event_key,onnx_op,compute_op,formula,formula_dims,compute_cycles,matched_events,matched_units
0,-1,chol_nb,GRAM,GRAM,MatMul,MATMUL,G = H^H @ H,16*64*64*16,35.00,CHOL_NB_GRAM,Core0_Cube|Core10_Cube|Core11_Cube|Core12_Cube|Core13_Cube|Core14_Cube|Core15_Cube|Core16_Cube|Core17_Cube|Core18_Cube|Core19_Cube|Core1_Cube|Core20_Cube|Core21_Cube|Core22_Cube|Core23_Cube|Core2_Cube|Core3_Cube|Core4_Cube|Core5_Cube|Core6_Cube|Core7_Cube|Core8_Cube|Core9_Cube
45,2,chol_nb,RK_UPDATE_A_2_5,RK_UPDATE_2_5_1,SubMul,VECTOR_MAC,"A_{2,5} = A_{2,5} - L_{2,1}L_{5,1}",1,1.00,CHOL_NB_RK_UPDATE_2_5_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
46,2,chol_nb,RK_UPDATE_A_2_6,RK_UPDATE_2_6_0,SubMul,VECTOR_MAC,"A_{2,6} = A_{2,6} - L_{2,0}L_{6,0}",1,1.00,CHOL_NB_RK_UPDATE_2_6_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
47,2,chol_nb,RK_UPDATE_A_2_6,RK_UPDATE_2_6_1,SubMul,VECTOR_MAC,"A_{2,6} = A_{2,6} - L_{2,1}L_{6,1}",1,1.00,CHOL_NB_RK_UPDATE_2_6_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
48,2,chol_nb,RK_UPDATE_A_2_7,RK_UPDATE_2_7_0,SubMul,VECTOR_MAC,"A_{2,7} = A_{2,7} - L_{2,0}L_{7,0}",1,1.00,CHOL_NB_RK_UPDATE_2_7_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
49,2,chol_nb,RK_UPDATE_A_2_7,RK_UPDATE_2_7_1,SubMul,VECTOR_MAC,"A_{2,7} = A_{2,7} - L_{2,1}L_{7,1}",1,1.00,CHOL_NB_RK_UPDATE_2_7_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
50,2,chol_nb,RK_UPDATE_A_2_8,RK_UPDATE_2_8_0,SubMul,VECTOR_MAC,"A_{2,8} = A_{2,8} - L_{2,0}L_{8,0}",1,1.00,CHOL_NB_RK_UPDATE_2_8_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
51,2,chol_nb,RK_UPDATE_A_2_8,RK_UPDATE_2_8_1,SubMul,VECTOR_MAC,"A_{2,8} = A_{2,8} - L_{2,1}L_{8,1}",1,1.00,CHOL_NB_RK_UPDATE_2_8_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
52,2,chol_nb,RK_UPDATE_A_2_9,RK_UPDATE_2_9_0,SubMul,VECTOR_MAC,"A_{2,9} = A_{2,9} - L_{2,0}L_{9,0}",1,1.00,CHOL_NB_RK_UPDATE_2_9_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
53,2,chol_nb,RK_UPDATE_A_2_9,RK_UPDATE_2_9_1,SubMul,VECTOR_MAC,"A_{2,9} = A_{2,9} - L_{2,1}L_{9,1}",1,1.00,CHOL_NB_RK_UPDATE_2_9_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
54,2,chol_nb,TRSM_DIAG_2,TRSM_DIAG_INV_2,Div,SCALAR_DIV,"invL_{2} = 1/L_{2,2}",1,4.00,CHOL_NB_TRSM_DIAG_INV_2,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
55,2,chol_nb,TRSM_2_0,TRSM_MUL_2_0,Mul,VECTOR_MUL,"L_{2,0} = A_{2,0} * invL_{0}",1,1.00,CHOL_NB_TRSM_MUL_2_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
56,2,chol_nb,TRSM_2_1,TRSM_MUL_2_1,Mul,VECTOR_MUL,"L_{2,1} = A_{2,1} * invL_{1}",1,1.00,CHOL_NB_TRSM_MUL_2_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
57,2,chol_nb,TRSM_2_1,TRSM_NUM_UPD_2_1_0,SubMul,VECTOR_MAC,"A_{2,1} = A_{2,1} - L_{2,0}L_{1,0}",1,1.00,CHOL_NB_TRSM_NUM_UPD_2_1_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
58,3,chol_nb,POTRF_DIAG_3,POTRF_DIAG_SQRT_3,Sqrt,SCALAR_SQRT,L_diag_3 = sqrt(A_diag_3),1*1,4.00,CHOL_NB_POTRF_DIAG_SQRT_3,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
59,3,chol_nb,POTRF_DIAG_A_3_3,POTRF_DIAG_UPD_3_0,SubMul,VECTOR_MAC,"A_{3,3} = A_{3,3} - L_{3,0}^2",1,1.00,CHOL_NB_POTRF_DIAG_UPD_3_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
60,3,chol_nb,POTRF_DIAG_A_3_3,POTRF_DIAG_UPD_3_1,SubMul,VECTOR_MAC,"A_{3,3} = A_{3,3} - L_{3,1}^2",1,1.00,CHOL_NB_POTRF_DIAG_UPD_3_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
61,3,chol_nb,POTRF_DIAG_A_3_3,POTRF_DIAG_UPD_3_2,SubMul,VECTOR_MAC,"A_{3,3} = A_{3,3} - L_{3,2}^2",1,1.00,CHOL_NB_POTRF_DIAG_UPD_3_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
62,3,chol_nb,RK_UPDATE_A_3_10,RK_UPDATE_3_10_0,SubMul,VECTOR_MAC,"A_{3,10} = A_{3,10} - L_{3,0}L_{10,0}",1,1.00,CHOL_NB_RK_UPDATE_3_10_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
63,3,chol_nb,RK_UPDATE_A_3_10,RK_UPDATE_3_10_1,SubMul,VECTOR_MAC,"A_{3,10} = A_{3,10} - L_{3,1}L_{10,1}",1,1.00,CHOL_NB_RK_UPDATE_3_10_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
64,3,chol_nb,RK_UPDATE_A_3_10,RK_UPDATE_3_10_2,SubMul,VECTOR_MAC,"A_{3,10} = A_{3,10} - L_{3,2}L_{10,2}",1,1.00,CHOL_NB_RK_UPDATE_3_10_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
65,3,chol_nb,RK_UPDATE_A_3_11,RK_UPDATE_3_11_0,SubMul,VECTOR_MAC,"A_{3,11} = A_{3,11} - L_{3,0}L_{11,0}",1,1.00,CHOL_NB_RK_UPDATE_3_11_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
66,3,chol_nb,RK_UPDATE_A_3_11,RK_UPDATE_3_11_1,SubMul,VECTOR_MAC,"A_{3,11} = A_{3,11} - L_{3,1}L_{11,1}",1,1.00,CHOL_NB_RK_UPDATE_3_11_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
67,3,chol_nb,RK_UPDATE_A_3_11,RK_UPDATE_3_11_2,SubMul,VECTOR_MAC,"A_{3,11} = A_{3,11} - L_{3,2}L_{11,2}",1,1.00,CHOL_NB_RK_UPDATE_3_11_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
68,3,chol_nb,RK_UPDATE_A_3_12,RK_UPDATE_3_12_0,SubMul,VECTOR_MAC,"A_{3,12} = A_{3,12} - L_{3,0}L_{12,0}",1,1.00,CHOL_NB_RK_UPDATE_3_12_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
69,3,chol_nb,RK_UPDATE_A_3_12,RK_UPDATE_3_12_1,SubMul,VECTOR_MAC,"A_{3,12} = A_{3,12} - L_{3,1}L_{12,1}",1,1.00,CHOL_NB_RK_UPDATE_3_12_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
70,3,chol_nb,RK_UPDATE_A_3_12,RK_UPDATE_3_12_2,SubMul,VECTOR_MAC,"A_{3,12} = A_{3,12} - L_{3,2}L_{12,2}",1,1.00,CHOL_NB_RK_UPDATE_3_12_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
71,3,chol_nb,RK_UPDATE_A_3_13,RK_UPDATE_3_13_0,SubMul,VECTOR_MAC,"A_{3,13} = A_{3,13} - L_{3,0}L_{13,0}",1,1.00,CHOL_NB_RK_UPDATE_3_13_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
72,3,chol_nb,RK_UPDATE_A_3_13,RK_UPDATE_3_13_1,SubMul,VECTOR_MAC,"A_{3,13} = A_{3,13} - L_{3,1}L_{13,1}",1,1.00,CHOL_NB_RK_UPDATE_3_13_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
73,3,chol_nb,RK_UPDATE_A_3_13,RK_UPDATE_3_13_2,SubMul,VECTOR_MAC,"A_{3,13} = A_{3,13} - L_{3,2}L_{13,2}",1,1.00,CHOL_NB_RK_UPDATE_3_13_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
74,3,chol_nb,RK_UPDATE_A_3_14,RK_UPDATE_3_14_0,SubMul,VECTOR_MAC,"A_{3,14} = A_{3,14} - L_{3,0}L_{14,0}",1,1.00,CHOL_NB_RK_UPDATE_3_14_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
75,3,chol_nb,RK_UPDATE_A_3_14,RK_UPDATE_3_14_1,SubMul,VECTOR_MAC,"A_{3,14} = A_{3,14} - L_{3,1}L_{14,1}",1,1.00,CHOL_NB_RK_UPDATE_3_14_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
76,3,chol_nb,RK_UPDATE_A_3_14,RK_UPDATE_3_14_2,SubMul,VECTOR_MAC,"A_{3,14} = A_{3,14} - L_{3,2}L_{14,2}",1,1.00,CHOL_NB_RK_UPDATE_3_14_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
77,3,chol_nb,RK_UPDATE_A_3_15,RK_UPDATE_3_15_0,SubMul,VECTOR_MAC,"A_{3,15} = A_{3,15} - L_{3,0}L_{15,0}",1,1.00,CHOL_NB_RK_UPDATE_3_15_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
78,3,chol_nb,RK_UPDATE_A_3_15,RK_UPDATE_3_15_1,SubMul,VECTOR_MAC,"A_{3,15} = A_{3,15} - L_{3,1}L_{15,1}",1,1.00,CHOL_NB_RK_UPDATE_3_15_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
79,3,chol_nb,RK_UPDATE_A_3_15,RK_UPDATE_3_15_2,SubMul,VECTOR_MAC,"A_{3,15} = A_{3,15} - L_{3,2}L_{15,2}",1,1.00,CHOL_NB_RK_UPDATE_3_15_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
80,3,chol_nb,RK_UPDATE_A_3_3,RK_UPDATE_3_3_0,SubMul,VECTOR_MAC,"A_{3,3} = A_{3,3} - L_{3,0}L_{3,0}",1,1.00,CHOL_NB_RK_UPDATE_3_3_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
81,3,chol_nb,RK_UPDATE_A_3_3,RK_UPDATE_3_3_1,SubMul,VECTOR_MAC,"A_{3,3} = A_{3,3} - L_{3,1}L_{3,1}",1,1.00,CHOL_NB_RK_UPDATE_3_3_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
82,3,chol_nb,RK_UPDATE_A_3_3,RK_UPDATE_3_3_2,SubMul,VECTOR_MAC,"A_{3,3} = A_{3,3} - L_{3,2}L_{3,2}",1,1.00,CHOL_NB_RK_UPDATE_3_3_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
83,3,chol_nb,RK_UPDATE_A_3_4,RK_UPDATE_3_4_0,SubMul,VECTOR_MAC,"A_{3,4} = A_{3,4} - L_{3,0}L_{4,0}",1,1.00,CHOL_NB_RK_UPDATE_3_4_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
84,3,chol_nb,RK_UPDATE_A_3_4,RK_UPDATE_3_4_1,SubMul,VECTOR_MAC,"A_{3,4} = A_{3,4} - L_{3,1}L_{4,1}",1,1.00,CHOL_NB_RK_UPDATE_3_4_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
85,3,chol_nb,RK_UPDATE_A_3_4,RK_UPDATE_3_4_2,SubMul,VECTOR_MAC,"A_{3,4} = A_{3,4} - L_{3,2}L_{4,2}",1,1.00,CHOL_NB_RK_UPDATE_3_4_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
86,3,chol_nb,RK_UPDATE_A_3_5,RK_UPDATE_3_5_0,SubMul,VECTOR_MAC,"A_{3,5} = A_{3,5} - L_{3,0}L_{5,0}",1,1.00,CHOL_NB_RK_UPDATE_3_5_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
87,3,chol_nb,RK_UPDATE_A_3_5,RK_UPDATE_3_5_1,SubMul,VECTOR_MAC,"A_{3,5} = A_{3,5} - L_{3,1}L_{5,1}",1,1.00,CHOL_NB_RK_UPDATE_3_5_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
88,3,chol_nb,RK_UPDATE_A_3_5,RK_UPDATE_3_5_2,SubMul,VECTOR_MAC,"A_{3,5} = A_{3,5} - L_{3,2}L_{5,2}",1,1.00,CHOL_NB_RK_UPDATE_3_5_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
